FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE DE SITIO,ARMA EMPLEADA,EDAD,SEXO,ESTADO CIVIL,CLASE DE EMPLEADO,ESCOLARIDAD
,SANTANDER,GIRÓN,Martes,12:00:00 PM,CARRIZAL CAMPESTRE,URBANA,PARQUES,CONTUNDENTES,15,MASCULINO,SOLTERO,ESTUDIANTE,SECUNDARIA
08/04/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,06:00:00 AM,SANTA ROSA SUR E-19,URBANA,CASAS DE HABITACION,CONTUNDENTES,57,FEMENINO,UNION LIBRE,AMA DE CASA,NO REPORTADO
,ATLÁNTICO,SOLEDAD,Domingo,02:45:00 AM,SOLEDAD 2000,URBANA,CASAS DE HABITACION,CONTUNDENTES,20,FEMENINO,UNION LIBRE,AMA DE CASA,SUPERIOR
,HUILA,NEIVA (CT),Martes,03:00:00 AM,SECTOR CARBONELL,URBANA,CASAS DE HABITACION,CONTUNDENTES,31,FEMENINO,SOLTERO,INDEPENDIENTE,PRIMARIA
,META,LA MACARENA,Martes,07:00:00 PM,-,RURAL,CASAS DE HABITACION,CONTUNDENTES,19,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,META,VILLAVICENCIO (CT),Martes,03:00:00 PM,LA ESPERANZA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
03/05/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,02:00:00 PM,LAGOS DE SUBA E-11,URBANA,CASAS DE HABITACION,CONTUNDENTES,22,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,SANTANDER,GIRÓN,Martes,08:00:00 PM,ARENALES III,URBANA,CASAS DE HABITACION,CONTUNDENTES,32,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,02:30:00 AM,RIO NEGRO NORTE E-12,URBANA,CASAS DE HABITACION,CONTUNDENTES,33,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,PUTUMAYO,SIBUNDOY,Martes,04:00:00 PM,CENTRAL,URBANA,VIAS PUBLICAS,CONTUNDENTES,66,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
08/06/2010 00:00:00,NARIÑO,IPIALES,Viernes,06:15:00 PM,-,URBANA,NO DEFINIDO,NO REPORTADO,28,FEMENINO,CASADO,COMERCIANTE,SECUNDARIA
,RISARALDA,PEREIRA (CT),Martes,02:00:00 PM,-,RURAL,CASAS DE HABITACION,CONTUNDENTES,60,FEMENINO,CASADO,AMA DE CASA,SECUNDARIA
,RISARALDA,SANTA ROSA DE CABAL,Martes,12:00:00 PM,-,URBANA,CASAS DE HABITACION,CONTUNDENTES,43,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,SANTANDER,BARRANCABERMEJA,Martes,12:00:00 PM,LIBERTAD,URBANA,CASAS DE HABITACION,NO REPORTADO,27,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SUPERIOR
,SANTANDER,BARRANCABERMEJA,Martes,10:30:00 PM,LAS GRANJAS,URBANA,CASAS DE HABITACION,NO REPORTADO,60,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,SANTANDER,BUCARAMANGA (CT),Martes,09:00:00 AM,REGADERO NORTE,URBANA,CASAS DE HABITACION,CONTUNDENTES,21,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,SANTANDER,BUCARAMANGA (CT),Martes,08:00:00 PM,ANTONIA SANTOS,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,34,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,06:45:00 PM,LA LAGUNA E-9,URBANA,CASAS DE HABITACION,CONTUNDENTES,41,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,SUCRE,SINCELEJO (CT),Martes,01:00:00 PM,COSTA AZUL,URBANA,VIAS PUBLICAS,CONTUNDENTES,30,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,SUCRE,SINCELEJO (CT),Martes,04:00:00 PM,EL PROGRESO,URBANA,CASAS DE HABITACION,NO REPORTADO,36,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,SUCRE,SINCELEJO (CT),Martes,06:00:00 PM,VILLA JUANA,URBANA,CASAS DE HABITACION,CONTUNDENTES,38,FEMENINO,CASADO,EMPLEADO PARTICULAR,SECUNDARIA
,VALLE,CALI (CT),Martes,12:00:00 AM,EL LIDO E19,URBANA,VIAS PUBLICAS,CONTUNDENTES,26,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,VALLE,CALI (CT),Martes,06:45:00 AM,SAN LUIS E6,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,40,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,PRIMARIA
,VALLE,CALI (CT),Martes,02:00:00 PM,EL POBLADO I E13,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,33,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,VALLE,CALI (CT),Martes,03:30:00 PM,TERRON COLORADO E1,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,25,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,VALLE,CALI (CT),Martes,09:00:00 PM,MARROQUIN I E14,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,28,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,VALLE,GUADALAJARA DE BUGA,Martes,10:00:00 PM,JOSE MARIA CABAL,URBANA,VIAS PUBLICAS,CONTUNDENTES,20,FEMENINO,SOLTERO,INDEPENDIENTE,PRIMARIA
,VALLE,ZARZAL,Martes,04:00:00 PM,URB. EL ZARZALITO,URBANA,CASAS DE HABITACION,CONTUNDENTES,63,MASCULINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
12/05/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,01:00:00 PM,SAN BERNARDINO E-7,URBANA,CASAS DE HABITACION,CONTUNDENTES,12,MASCULINO,SOLTERO,ESTUDIANTE,SECUNDARIA
,SANTANDER,GIRÓN,Domingo,03:30:00 PM,JOSE ANTONIO GALAN,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA,43,FEMENINO,CASADO,COMERCIANTE,SECUNDARIA
01/12/2010 00:00:00,CUNDINAMARCA,GACHANCIPÁ,Martes,09:00:00 PM,-,URBANA,VIAS PUBLICAS,CONTUNDENTES,25,MASCULINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,VALLE,GUACARÍ,Sábado,04:29:00 PM,CORREGIMIENTO DE GUABITAS,RURAL,VIAS PUBLICAS,ARMA BLANCA,29,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,ATLÁNTICO,BARRANQUILLA (CT),Viernes,08:05:00 PM,LOS ANDES,URBANA,VIAS PUBLICAS,CONTUNDENTES,54,FEMENINO,CASADO,AMA DE CASA,SECUNDARIA
11/03/2010 00:00:00,META,VILLAVICENCIO (CT),Miércoles,08:05:00 PM,ESTERO,URBANA,VIAS PUBLICAS,CONTUNDENTES,22,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
04/08/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,11:30:00 PM,URB. COMPARTIR E-11,URBANA,CASAS DE HABITACION,CONTUNDENTES,27,FEMENINO,UNION LIBRE,ESTUDIANTE,SUPERIOR
06/07/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,07:30:00 PM,EL MIRADOR E-19,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,CONTUNDENTES,20,FEMENINO,SOLTERO,NO REPORTA,SECUNDARIA
02/06/2010 00:00:00,VALLE,GUADALAJARA DE BUGA,Sábado,11:06:00 AM,SAN VICENTE,URBANA,VIAS PUBLICAS,CONTUNDENTES,57,MASCULINO,SOLTERO,INDEPENDIENTE,PRIMARIA
09/12/2010 00:00:00,CAQUETÁ,FLORENCIA (CT),Domingo,02:00:00 PM,RODRIGO TURBAY,URBANA,CASAS DE HABITACION,CONTUNDENTES,30,FEMENINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
,ATLÁNTICO,BARRANQUILLA (CT),Jueves,03:30:00 PM,LAS ESMERALDA,URBANA,VIAS PUBLICAS,CONTUNDENTES,21,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
10/01/2010 00:00:00,BOYACÁ,DUITAMA,Viernes,05:40:00 AM,CAMILO TORRES,URBANA,CASAS DE HABITACION,CONTUNDENTES,31,MASCULINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
09/12/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,10:30:00 PM,LAS FLORES E-11,URBANA,CASAS DE HABITACION,CONTUNDENTES,18,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,SECUNDARIA
04/02/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,01:00:00 PM,CIUDAD BOGOTA E-19,URBANA,CASAS DE HABITACION,CONTUNDENTES,27,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
",CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,10:00:00 AM,""URB. QUIROGA I, II Y III ETAPA E-18"",URBANA,CASAS DE HABITACION,CONTUNDENTES,46,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA"
,ATLÁNTICO,SOLEDAD,Domingo,09:00:00 PM,LOS ALMENDROS,URBANA,VIAS PUBLICAS,CONTUNDENTES,50,MASCULINO,CASADO,AMA DE CASA,SECUNDARIA
",NORTE DE SANTANDER,PAMPLONA,Sábado,02:30:00 AM,PLAZA ALMEYDA,URBANA,""BARES, CANTINAS Y SIMILARES"",CONTUNDENTES,23,FEMENINO,SOLTERO,AMA DE CASA,SECUNDARIA"
,BOYACÁ,SOGAMOSO,Sábado,11:47:00 PM,VEINTE DE JULIO,URBANA,CASAS DE HABITACION,CONTUNDENTES,35,FEMENINO,UNION LIBRE,INDEPENDIENTE,SUPERIOR
04/03/2010 00:00:00,TOLIMA,IBAGUÉ (CT),Sábado,12:30:00 PM,LIBERTADOR,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,18,FEMENINO,SOLTERO,ESTUDIANTE,SUPERIOR
,CAQUETÁ,FLORENCIA (CT),Jueves,05:00:00 AM,EL ROSAL,URBANA,CASAS DE HABITACION,CONTUNDENTES,22,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
03/01/2010 00:00:00,BOLÍVAR,CARTAGENA (CT),Lunes,08:47:00 PM,S. JOSE DE LOS CAMPANOS,URBANA,CASAS DE HABITACION,NO REPORTADO,26,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
12/08/2010 00:00:00,VALLE,DAGUA,Miércoles,01:40:00 AM,La Cabaña,URBANA,CASAS DE HABITACION,CONTUNDENTES,26,FEMENINO,CASADO,EMPLEADO PARTICULAR,SECUNDARIA
,VALLE,JAMUNDÍ,Lunes,03:00:00 PM,TERRANOVA E24,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,33,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
12/11/2010 00:00:00,HUILA,NEIVA (CT),Sábado,09:00:00 AM,LA ESPERANZA,URBANA,VIAS PUBLICAS,CONTUNDENTES,43,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
08/09/2010 00:00:00,ATLÁNTICO,BARRANQUILLA (CT),Lunes,08:00:00 PM,REBOLO,URBANA,VIAS PUBLICAS,ARMA BLANCA,36,FEMENINO,NO REPORTADO,NO REPORTA,NO REPORTADO
,BOYACÁ,TUNJA (CT),Jueves,10:00:00 PM,VDA.LA HOYA,RURAL,CASAS DE HABITACION,CONTUNDENTES,18,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,04:00:00 AM,LA AURORA I SECTOR E-5,URBANA,CASAS DE HABITACION,CONTUNDENTES,21,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,SECUNDARIA
09/06/2010 00:00:00,BOYACÁ,DUITAMA,Lunes,06:20:00 PM,VDA. EL ROSAL,RURAL,CASAS DE HABITACION,CONTUNDENTES,31,MASCULINO,CASADO,AMA DE CASA,PRIMARIA
,BOYACÁ,DUITAMA,Domingo,07:30:00 PM,SAN CARLOS,URBANA,CASAS DE HABITACION,CONTUNDENTES,22,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
06/01/2010 00:00:00,CUNDINAMARCA,CHÍA,Martes,08:00:00 PM,SANTA RITA,URBANA,VIAS PUBLICAS,CONTUNDENTES,32,MASCULINO,UNION LIBRE,COMERCIANTE,SECUNDARIA
,SANTANDER,BUCARAMANGA (CT),Sábado,08:00:00 AM,COMUNEROS,URBANA,CASAS DE HABITACION,CONTUNDENTES,43,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,BOYACÁ,GUATEQUE,Miércoles,03:30:00 PM,PARQUE PRINCIPAL,URBANA,PARQUES,CONTUNDENTES,26,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
07/03/2010 00:00:00,BOYACÁ,SOGAMOSO,Sábado,09:10:00 PM,LA CASTELLANA,URBANA,CASAS DE HABITACION,CONTUNDENTES,39,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,SANTANDER,BUCARAMANGA (CT),Miércoles,05:00:00 PM,LA JOYA,URBANA,CASAS DE HABITACION,ARMA BLANCA,43,FEMENINO,CASADO,AMA DE CASA,PRIMARIA
,BOYACÁ,PAUNA,Domingo,01:20:00 PM,SAN ROQUE,URBANA,CASAS DE HABITACION,CONTUNDENTES,30,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
03/01/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,08:00:00 AM,LA ESTACIÓN E-7,URBANA,CASAS DE HABITACION,CONTUNDENTES,26,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
01/09/2010 00:00:00,CESAR,VALLEDUPAR (CT),Sábado,11:50:00 AM,URB.OGB,URBANA,CASAS DE HABITACION,CONTUNDENTES,41,FEMENINO,CASADO,EMPLEADO PARTICULAR,SUPERIOR
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,01:00:00 PM,BELLO HORIZONTE E-4,URBANA,CASAS DE HABITACION,CONTUNDENTES,14,FEMENINO,SOLTERO,ESTUDIANTE,SECUNDARIA
04/04/2010 00:00:00,BOYACÁ,TUNJA (CT),Domingo,05:00:00 AM,BARRIO TUNJUELITO,URBANA,CASAS DE HABITACION,ARMA BLANCA,31,MASCULINO,SOLTERO,COMERCIANTE,PRIMARIA
,BOYACÁ,TUNJA (CT),Sábado,09:30:00 AM,BARRIO JORGE ELIECER GAITAN,URBANA,CASAS DE HABITACION,CONTUNDENTES,30,FEMENINO,SOLTERO,ESTUDIANTE,SUPERIOR
07/12/2010 00:00:00,CAQUETÁ,FLORENCIA (CT),Lunes,07:00:00 AM,VILLAMONICA,URBANA,CASAS DE HABITACION,CONTUNDENTES,26,MASCULINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
,AMAZONAS,LETICIA (CT),Miércoles,07:20:00 AM,VICTORIA REGIA,URBANA,VIAS PUBLICAS,CONTUNDENTES,31,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,PRIMARIA
03/04/2010 00:00:00,BOYACÁ,DUITAMA,Jueves,10:15:00 AM,RINCON DEL CARGUA,URBANA,CASAS DE HABITACION,CONTUNDENTES,47,FEMENINO,CASADO,AMA DE CASA,SECUNDARIA
,BOYACÁ,DUITAMA,Lunes,07:45:00 AM,BARRIO CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,46,MASCULINO,CASADO,COMERCIANTE,SECUNDARIA
02/09/2010 00:00:00,BOYACÁ,TUNJA (CT),Martes,09:30:00 PM,BARRIO COOSERVICIOS,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,29,FEMENINO,CASADO,INDEPENDIENTE,SUPERIOR
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,07:30:00 PM,BERLIN SUBA E-11,URBANA,VIAS PUBLICAS,CONTUNDENTES,21,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,12:00:00 PM,URB. SAN FRANCISCO E-19,URBANA,CASAS DE HABITACION,CONTUNDENTES,28,FEMENINO,SEPARADO,AMA DE CASA,SECUNDARIA
,CALDAS,MANIZALES (CT),Sábado,07:00:00 PM,ALTOS DE CASTILLA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,23,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
08/11/2010 00:00:00,VALLE,GINEBRA,Miércoles,12:00:00 AM,EL RODEO,URBANA,VIAS PUBLICAS,CONTUNDENTES,20,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,VALLE,CALI (CT),Miércoles,08:00:00 AM,POTRERO GRANDE E21,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,18,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
09/04/2010 00:00:00,CALDAS,MANIZALES (CT),Sábado,03:00:00 PM,BARRIO EL CARIBE,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,30,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,11:00:00 AM,BOSA CARBONEL II E-7,URBANA,CASAS DE HABITACION,CONTUNDENTES,21,FEMENINO,SOLTERO,ESTUDIANTE,SUPERIOR
,ATLÁNTICO,BARRANQUILLA (CT),Sábado,05:00:00 PM,CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,53,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
05/09/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,08:30:00 AM,VILLA HERMOSA E-11,URBANA,CASAS DE HABITACION,CONTUNDENTES,23,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SUPERIOR
,NARIÑO,IPIALES,Lunes,03:30:00 PM,-,URBANA,NO DEFINIDO,CONTUNDENTES,39,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
11/06/2010 00:00:00,HUILA,LA PLATA,Sábado,11:00:00 AM,VEREDA SANTA MARTHA,RURAL,CASAS DE HABITACION,CONTUNDENTES,23,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,BOLÍVAR,ARJONA,Lunes,02:50:00 AM,-,URBANA,VIAS PUBLICAS,CONTUNDENTES,32,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
11/06/2010 00:00:00,VALLE,CALI (CT),Sábado,10:30:00 PM,METROPOLITANO DEL NORTE E5,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,33,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,TECNOLOGO
,META,VILLAVICENCIO (CT),Sábado,04:30:00 AM,ALTOS TRAPICHE,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,,FEMENINO,UNION LIBRE,NO REPORTA,NO REPORTADO
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,04:00:00 PM,CIUDAD GALÁN E-8,URBANA,CASAS DE HABITACION,CONTUNDENTES,24,FEMENINO,CASADO,EMPLEADO PARTICULAR,SUPERIOR
02/03/2010 00:00:00,CUNDINAMARCA,FUSAGASUGÁ,Miércoles,03:00:00 PM,LA FLORIDA,URBANA,VIAS PUBLICAS,NO REPORTADO,19,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
07/10/2010 00:00:00,ANTIOQUIA,MEDELLÍN (CT),Sábado,02:20:00 PM,MANRIQUE 2  C-3,URBANA,CASAS DE HABITACION,CONTUNDENTES,45,FEMENINO,CASADO,AMA DE CASA,SECUNDARIA
03/07/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,08:30:00 AM,PALESTINA E-7,URBANA,CASAS DE HABITACION,CONTUNDENTES,23,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,BOYACÁ,AQUITANIA,Miércoles,04:00:00 PM,PLAZA DE MERCADO,URBANA,VIAS PUBLICAS,CONTUNDENTES,32,FEMENINO,CASADO,AMA DE CASA,PRIMARIA
,NORTE DE SANTANDER,CÚCUTA (CT),Martes,11:00:00 PM,BARRIO EL TUNAL,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,36,FEMENINO,UNION LIBRE,NO REPORTA,PRIMARIA
12/11/2010 00:00:00,ANTIOQUIA,CIUDAD BOLÍVAR,Sábado,03:10:00 PM,LA FLORESTA PARTA ALTA,URBANA,SECTOR RESIDENCIAS,CONTUNDENTES,30,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
03/04/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,08:00:00 AM,CARACOLÍ E-19,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,CONTUNDENTES,19,FEMENINO,SOLTERO,NO REPORTA,SECUNDARIA
,VALLE,GUADALAJARA DE BUGA,Miércoles,12:00:00 AM,ALTO BONITO,URBANA,CASAS DE HABITACION,CONTUNDENTES,21,FEMENINO,SOLTERO,INDEPENDIENTE,SECUNDARIA
,CASANARE,SÁCAMA,Miércoles,08:00:00 AM,CENTRAL DE SACAMA,URBANA,VIAS PUBLICAS,NO REPORTADO,39,MASCULINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
,ANTIOQUIA,BELLO,Jueves,09:00:00 AM,NAVARRA,URBANA,VIAS PUBLICAS,CONTUNDENTES,38,FEMENINO,CASADO,AMA DE CASA,SECUNDARIA
,ANTIOQUIA,CAUCASIA,Jueves,09:30:00 AM,SANTA ELENA,URBANA,VIAS PUBLICAS,CONTUNDENTES,8,MASCULINO,SOLTERO,ESTUDIANTE,PRIMARIA
,BOYACÁ,TUNJA (CT),Viernes,05:00:00 PM,BARRIO LA FUENTE,URBANA,VIAS PUBLICAS,CONTUNDENTES,49,MASCULINO,SOLTERO,INDEPENDIENTE,PRIMARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,11:00:00 AM,SAN JOSE E-9,URBANA,FRENTE A ALMACEN - VIA PUBLICA,CONTUNDENTES,38,FEMENINO,SEPARADO,INDEPENDIENTE,PRIMARIA
06/07/2010 00:00:00,BOLÍVAR,CARTAGENA (CT),Lunes,05:20:00 PM,BRUSELAS,URBANA,SOBRE ANDEN - VIA PUBLICA,CORTOPUNZANTES,9,FEMENINO,SOLTERO,ESTUDIANTE,PRIMARIA
,CAQUETÁ,FLORENCIA (CT),Jueves,06:30:00 AM,LOS ALPES,URBANA,CASAS DE HABITACION,CORTOPUNZANTES,53,MASCULINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
,NORTE DE SANTANDER,CÚCUTA (CT),Sábado,05:55:00 PM,BARRIO LOMA DE BOLIVAR,URBANA,VIAS PUBLICAS,CONTUNDENTES,44,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,ATLÁNTICO,SOLEDAD,Martes,07:00:00 AM,LA CENTRAL,URBANA,VIAS PUBLICAS,CONTUNDENTES,26,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,CALDAS,MANIZALES (CT),Jueves,11:30:00 PM,SAN JOAQUIN,URBANA,CASAS DE HABITACION,CONTUNDENTES,15,FEMENINO,SOLTERO,ESTUDIANTE,SECUNDARIA
,SANTANDER,GIRÓN,Miércoles,07:00:00 PM,INV. CLUB CHIMITA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,29,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
",VALLE,ANSERMANUEVO,Sábado,08:00:00 AM,-,URBANA,""BARES, CANTINAS Y SIMILARES"",CONTUNDENTES,42,FEMENINO,CASADO,AMA DE CASA,PRIMARIA"
,VALLE,CALI (CT),Miércoles,07:00:00 PM,VALLE DEL LILI E17,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,23,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,CASANARE,PORE,Jueves,07:00:00 PM,-,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,60,MASCULINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
,VALLE,TULUÁ,Viernes,12:00:00 AM,Santa Rita del Río,URBANA,CASAS DE HABITACION,CONTUNDENTES,20,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,BOYACÁ,VILLA DE LEYVA,Domingo,09:00:00 AM,VDA. MONQUIRA,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,39,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,TECNICO
,SANTANDER,FLORIDABLANCA,Sábado,04:00:00 PM,HACIENDA SAN JUAN,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,50,FEMENINO,UNION LIBRE,COMERCIANTE,SECUNDARIA
02/11/2010 00:00:00,TOLIMA,IBAGUÉ (CT),Jueves,12:20:00 PM,CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,32,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,GUAJIRA,SAN JUAN DEL CESAR,Jueves,10:00:00 AM,20 DE JULIO,URBANA,VIAS PUBLICAS,CONTUNDENTES,28,MASCULINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,META,VILLAVICENCIO (CT),Jueves,10:00:00 AM,ARIGUANI,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,42,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,META,VILLAVICENCIO (CT),Jueves,10:00:00 AM,CIUDAD PORFIA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,21,FEMENINO,SOLTERO,INDEPENDIENTE,TECNICO
,META,VILLAVICENCIO (CT),Jueves,10:00:00 AM,SAMAN DE LA RIVERA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,,FEMENINO,NO REPORTADO,NO REPORTA,NO REPORTADO
09/02/2010 00:00:00,SANTANDER,MÁLAGA,Jueves,06:30:00 AM,SIMON BOLIVAR,URBANA,CASAS DE HABITACION,CONTUNDENTES,81,MASCULINO,CASADO,PENSIONADO,PRIMARIA
,BOYACÁ,SOGAMOSO,Martes,07:30:00 AM,EL RECREO,URBANA,CASAS DE HABITACION,CONTUNDENTES,44,FEMENINO,UNION LIBRE,COMERCIANTE,SECUNDARIA
,META,VILLAVICENCIO (CT),Sábado,10:20:00 PM,LOS LIBERTADORES,URBANA,NO DEFINIDO,NO REPORTADO,26,FEMENINO,SEPARADO,ESTUDIANTE,SECUNDARIA
08/03/2010 00:00:00,VALLE,TULUÁ,Martes,12:00:00 AM,Victoria,URBANA,CASAS DE HABITACION,CONTUNDENTES,30,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,RISARALDA,PEREIRA (CT),Jueves,02:00:00 PM,-,URBANA,CASAS DE HABITACION,CONTUNDENTES,22,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
