FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE DE SITIO,ARMA EMPLEADA,EDAD,SEXO,ESTADO CIVIL,CLASE DE EMPLEADO,ESCOLARIDAD
,SUCRE,SINCELEJO (CT),Lunes,03:00:00 PM,20 DE JULIO,URBANA,CASAS DE HABITACION,CONTUNDENTES,41,FEMENINO,CASADO,EMPLEADO PARTICULAR,SECUNDARIA
,VALLE,CALI (CT),Lunes,12:00:00 AM,TERRON COLORADO E1,URBANA,CASAS DE HABITACION,ARMA BLANCA,34,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,VALLE,DAGUA,Lunes,08:00:00 AM,PANAMERICANO,URBANA,CASAS DE HABITACION,CONTUNDENTES,26,FEMENINO,UNION LIBRE,AGRICULTOR,SECUNDARIA
,VALLE,GUADALAJARA DE BUGA,Lunes,05:30:00 AM,CORR. QUEBRADA SECA,URBANA,CASAS DE HABITACION,CONTUNDENTES,22,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,BOYACÁ,RÁQUIRA,Domingo,12:00:00 AM,PARQUE PRINCIPAL,URBANA,VIAS PUBLICAS,CONTUNDENTES,24,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,VALLE,SAN PEDRO,Lunes,05:25:00 PM,EL ESPINAL,URBANA,CASAS DE HABITACION,ARMA BLANCA,40,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,PRIMARIA
,VALLE,CALI (CT),Miércoles,08:30:00 PM,LOS NARANJOS II E14,URBANA,VIAS PUBLICAS,CONTUNDENTES,39,FEMENINO,SOLTERO,AMA DE CASA,PRIMARIA
09/11/2010 00:00:00,VALLE,CALI (CT),Sábado,11:00:00 AM,LOS GUADUALES E6,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,57,FEMENINO,CASADO,INDEPENDIENTE,TECNICO
,NARIÑO,IPIALES,Sábado,10:30:00 AM,-,URBANA,VIAS PUBLICAS,CONTUNDENTES,40,FEMENINO,UNION LIBRE,COMERCIANTE,SECUNDARIA
,META,PUERTO LÓPEZ,Jueves,05:30:00 PM,POLICARPA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,35,FEMENINO,SOLTERO,AMA DE CASA,SECUNDARIA
04/07/2010 00:00:00,VALLE,EL CERRITO,Miércoles,04:00:00 PM,LA CRISTALINA,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA,30,MASCULINO,CASADO,DESEMPLEADO,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,08:30:00 PM,QUINDIO E-4,URBANA,PARQUES,CONTUNDENTES,22,FEMENINO,SOLTERO,AMA DE CASA,PRIMARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,07:30:00 PM,LA AMISTAD E-7,URBANA,CASAS DE HABITACION,CONTUNDENTES,17,MASCULINO,SOLTERO,ESTUDIANTE,SECUNDARIA
03/11/2010 00:00:00,BOYACÁ,DUITAMA,Jueves,05:30:00 PM,LOS LAURELES,URBANA,VIAS PUBLICAS,CONTUNDENTES,24,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,CALDAS,MANIZALES (CT),Martes,07:20:00 PM,BARRIO BOSQUES DEL NORTE,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,21,MASCULINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,SANTANDER,GIRÓN,Domingo,10:00:00 AM,VILLA DE DON JUAN II,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,NO REPORTADO,22,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,HUILA,NEIVA (CT),Miércoles,05:00:00 PM,TENERIFE,URBANA,VIAS PUBLICAS,CONTUNDENTES,55,MASCULINO,SOLTERO,INDEPENDIENTE,PRIMARIA
02/10/2010 00:00:00,SANTANDER,SABANA DE TORRES,Miércoles,09:30:00 PM,EL CENTRO,URBANA,ESTABLECIMIENTOS REVISADOS,CONTUNDENTES,19,FEMENINO,SOLTERO,ESTUDIANTE,SECUNDARIA
,NORTE DE SANTANDER,CÚCUTA (CT),Miércoles,09:05:00 PM,BARRIO ANTONIA SANTOS,URBANA,VIAS PUBLICAS,NO REPORTADO,33,FEMENINO,UNION LIBRE,AMA DE CASA,NO REPORTADO
,CASANARE,AGUAZUL,Martes,04:25:00 PM,SAN CARLOS,URBANA,VIAS PUBLICAS,NO REPORTADO,15,FEMENINO,SOLTERO,ESTUDIANTE,SECUNDARIA
,BOLÍVAR,EL CARMEN DE BOLÍVAR,Lunes,11:00:00 AM,-,URBANA,VIAS PUBLICAS,CONTUNDENTES,,NO REPORTA,NO REPORTADO,NO REPORTA,NO REPORTADO
03/05/2010 00:00:00,SANTANDER,MÁLAGA,Viernes,08:30:00 PM,CEDRAL,URBANA,CASAS DE HABITACION,CONTUNDENTES,25,FEMENINO,SOLTERO,AMA DE CASA,PRIMARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,07:00:00 AM,VISTA HERMOSA SECTOR EL CAPRI E-19,URBANA,CASAS DE HABITACION,CONTUNDENTES,19,FEMENINO,SOLTERO,ESTUDIANTE,SECUNDARIA
06/12/2010 00:00:00,VALLE,CALI (CT),Sábado,01:00:00 PM,SILOE E20,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,35,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,PRIMARIA
,SANTANDER,BARRANCABERMEJA,Sábado,07:00:00 PM,EL CERRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,26,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,TECNICO
,BOYACÁ,DUITAMA,Domingo,01:10:00 AM,BARRIO CENTRO,URBANA,CASAS DE HABITACION,CONTUNDENTES,31,FEMENINO,CASADO,COMERCIANTE,SUPERIOR
,VALLE,TULUÁ,Martes,07:00:00 PM,Farfán,URBANA,CASAS DE HABITACION,ARMA BLANCA,47,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,PRIMARIA
10/12/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,05:00:00 PM,CANDELARIA LA NUEVA I SECTOR E-19,URBANA,CASAS DE HABITACION,CONTUNDENTES,26,MASCULINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,SANTANDER,BARRANCABERMEJA,Miércoles,11:30:00 AM,VILLA AURA,URBANA,CASAS DE HABITACION,CONTUNDENTES,19,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,SECUNDARIA
,BOYACÁ,SOGAMOSO,Domingo,03:30:00 AM,BARRIO GUSTAVO JIMENEZ,URBANA,CASAS DE HABITACION,CONTUNDENTES,31,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,VALLE,FLORIDA,Sábado,09:30:00 PM,-,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,24,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,TOLIMA,IBAGUÉ (CT),Domingo,03:00:00 AM,CAÑAVERAL,URBANA,VEHICULO,CONTUNDENTES,39,FEMENINO,SOLTERO,DESEMPLEADO,SUPERIOR
06/12/2010 00:00:00,RISARALDA,SANTA ROSA DE CABAL,Sábado,08:40:00 PM,-,URBANA,VIAS PUBLICAS,CONTUNDENTES,43,FEMENINO,CASADO,AMA DE CASA,PRIMARIA
02/08/2010 00:00:00,ANTIOQUIA,MEDELLÍN (CT),Lunes,08:20:00 PM,MANRIQUE 1  C-4,URBANA,VIAS PUBLICAS,NO REPORTADO,20,MASCULINO,SOLTERO,DESEMPLEADO,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,07:20:00 AM,LA LIBERTAD E-12,URBANA,CASAS DE HABITACION,CONTUNDENTES,69,MASCULINO,CASADO,DESEMPLEADO,SUPERIOR
,META,VILLAVICENCIO (CT),Miércoles,05:30:00 PM,MANANTIAL,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,45,FEMENINO,CASADO,AMA DE CASA,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,02:00:00 PM,FLORIDA BLANCA E-10,URBANA,CASAS DE HABITACION,CONTUNDENTES,24,MASCULINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
,META,VILLAVICENCIO (CT),Martes,08:10:00 PM,LA ESPERANZA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,,FEMENINO,NO REPORTADO,NO REPORTA,NO REPORTADO
,CUNDINAMARCA,GACHANCIPÁ,Domingo,03:30:00 PM,-,URBANA,VIAS PUBLICAS,CONTUNDENTES,24,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,PRIMARIA
,RISARALDA,PEREIRA (CT),Martes,08:30:00 PM,EL DORADO,URBANA,VIAS PUBLICAS,CONTUNDENTES,25,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,SANTANDER,BUCARAMANGA (CT),Martes,07:00:00 AM,PROVENZA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,28,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,SANTANDER,BUCARAMANGA (CT),Martes,02:00:00 PM,ALARCON,URBANA,CASAS DE HABITACION,CONTUNDENTES,51,FEMENINO,SOLTERO,INDEPENDIENTE,PRIMARIA
,NARIÑO,PASTO (CT),Domingo,04:55:00 PM,-,URBANA,VIAS PUBLICAS,CONTUNDENTES,23,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
07/02/2010 00:00:00,BOYACÁ,SOCHA,Viernes,10:00:00 PM,CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,17,FEMENINO,SOLTERO,ESTUDIANTE,SECUNDARIA
,SANTANDER,MOGOTES,Martes,10:30:00 AM,VRDA  ARENAL,RURAL,FINCAS Y SIMILARES,CONTUNDENTES,40,MASCULINO,UNION LIBRE,AGRICULTOR,PRIMARIA
,SUCRE,COROZAL,Martes,12:00:00 AM,CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,16,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,SECUNDARIA
,SUCRE,SINCELEJO (CT),Martes,02:00:00 AM,SINAI,URBANA,CASAS DE HABITACION,CONTUNDENTES,62,MASCULINO,SOLTERO,INDEPENDIENTE,ANALFABETA
,SUCRE,SINCELEJO (CT),Martes,03:00:00 PM,VILLA CARMELA,URBANA,CASAS DE HABITACION,CONTUNDENTES,35,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
03/08/2010 00:00:00,NARIÑO,SAPUYES,Lunes,11:00:00 AM,-,URBANA,VIAS PUBLICAS,CONTUNDENTES,54,FEMENINO,CASADO,AMA DE CASA,PRIMARIA
,BOYACÁ,TUNJA (CT),Jueves,04:00:00 PM,BARRIO CIUDAD JARDIN,URBANA,CASAS DE HABITACION,CONTUNDENTES,40,FEMENINO,CASADO,AMA DE CASA,PRIMARIA
,VALLE,CALI (CT),Martes,06:30:00 PM,EL SENA E5,URBANA,CASAS DE HABITACION,CONTUNDENTES,69,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,VALLE,CALI (CT),Martes,08:00:00 PM,EL JORDAN E18,URBANA,VIAS PUBLICAS,CONTUNDENTES,47,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
05/06/2010 00:00:00,BOYACÁ,SOGAMOSO,Jueves,04:00:00 PM,CENTRO,URBANA,ALMACENES,CONTUNDENTES,18,FEMENINO,CASADO,COMERCIANTE,TECNICO
,BOLÍVAR,CARTAGENA (CT),Sábado,09:10:00 PM,LAS GAVIOTAS,URBANA,VIAS PUBLICAS,CONTUNDENTES,37,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,06:00:00 PM,URB. LA SABANA DE TIBABUYES E-11,URBANA,CASAS DE HABITACION,CONTUNDENTES,26,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
04/10/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,04:00:00 PM,SIERRA MORENA E-19,URBANA,CASAS DE HABITACION,CONTUNDENTES,12,FEMENINO,SOLTERO,NO REPORTA,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,07:00:00 PM,ESTADOS UNIDOS   E-8,URBANA,CASAS DE HABITACION,CONTUNDENTES,28,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,RISARALDA,BELÉN DE UMBRÍA,Miércoles,12:00:00 AM,-,RURAL,VIAS PUBLICAS,CONTUNDENTES,25,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,PRIMARIA
10/06/2010 00:00:00,CUNDINAMARCA,SOACHA,Miércoles,09:00:00 PM,LOS OLIVOS I,URBANA,CASAS DE HABITACION,CONTUNDENTES,46,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,ATLÁNTICO,SOLEDAD,Martes,09:00:00 AM,NUEVO MILENIO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,18,FEMENINO,UNION LIBRE,NO REPORTA,TECNICO
11/08/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,10:00:00 PM,URB. PUENTE ARANDA E-16,URBANA,ESTACION TRANSMILENIO (INICIAL),CONTUNDENTES,30,FEMENINO,CASADO,EMPLEADO PARTICULAR,TECNICO
,VALLE,TULUÁ,Lunes,12:00:00 AM,Alameda,URBANA,CASAS DE HABITACION,CONTUNDENTES,21,FEMENINO,CASADO,AMA DE CASA,SECUNDARIA
05/02/2010 00:00:00,CÓRDOBA,MONTERÍA (CT),Domingo,11:30:00 AM,NARIÑO,URBANA,VIAS PUBLICAS,CONTUNDENTES,18,MASCULINO,SOLTERO,INDEPENDIENTE,PRIMARIA
,META,VILLAVICENCIO (CT),Sábado,11:10:00 PM,BARZAL ALTO,URBANA,VIAS PUBLICAS,CONTUNDENTES,31,FEMENINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADO
,ANTIOQUIA,BELLO,Sábado,11:20:00 AM,PARIS CENTRAL,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,CONTUNDENTES,4,FEMENINO,SOLTERO,DESEMPLEADO,ANALFABETA
12/01/2010 00:00:00,SUCRE,SINCELEJO (CT),Miércoles,11:00:00 AM,EL PROGRESO,URBANA,CASAS DE HABITACION,CONTUNDENTES,59,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,SECUNDARIA
01/11/2010 00:00:00,BOLÍVAR,CARTAGENA (CT),Lunes,05:00:00 PM,SAN ISIDRO,URBANA,VIAS PUBLICAS,NO REPORTADO,23,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
05/11/2010 00:00:00,BOYACÁ,TUNJA (CT),Martes,08:20:00 AM,BARRIO SANTA LUCIA,URBANA,CASAS DE HABITACION,CONTUNDENTES,48,FEMENINO,SEPARADO,COMERCIANTE,SECUNDARIA
10/09/2010 00:00:00,META,ACACÍAS,Sábado,06:00:00 PM,CENTRO,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,22,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,VALLE,CALI (CT),Sábado,02:00:00 AM,UNION DE VIVIENDA POPULAR E16,URBANA,VIAS PUBLICAS,CONTUNDENTES,20,FEMENINO,SOLTERO,AMA DE CASA,SECUNDARIA
,NARIÑO,SAN PEDRO DE CARTAGO,Domingo,11:30:00 AM,-,RURAL,VIAS PUBLICAS,CONTUNDENTES,26,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,CAQUETÁ,FLORENCIA (CT),Jueves,04:00:00 AM,NUEVA COLOMBIA,URBANA,CASAS DE HABITACION,CONTUNDENTES,38,FEMENINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
,CAQUETÁ,FLORENCIA (CT),Domingo,10:00:00 PM,OBRERO,URBANA,CASAS DE HABITACION,CONTUNDENTES,22,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,CAQUETÁ,FLORENCIA (CT),Domingo,09:45:00 AM,VICTORIA 1 ETAPA,URBANA,CASAS DE HABITACION,CONTUNDENTES,33,FEMENINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
05/08/2010 00:00:00,BOYACÁ,DUITAMA,Sábado,11:30:00 AM,ARAUQUITA,URBANA,CASAS DE HABITACION,CONTUNDENTES,31,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
09/05/2010 00:00:00,BOYACÁ,SOGAMOSO,Domingo,08:00:00 PM,LA FLORIDA,URBANA,VIAS PUBLICAS,CONTUNDENTES,22,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
01/09/2010 00:00:00,BOYACÁ,TUNJA (CT),Sábado,10:30:00 AM,BARRIO PRADOS DEL NORTE,URBANA,VIAS PUBLICAS,NO REPORTADO,37,FEMENINO,CASADO,INDEPENDIENTE,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,10:00:00 PM,LAS CRUCES E-3,URBANA,CASAS DE HABITACION,CONTUNDENTES,27,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,PRIMARIA
05/12/2010 00:00:00,NORTE DE SANTANDER,CÚCUTA (CT),Miércoles,03:40:00 AM,BARRIO NUEVO HORIZONTE,URBANA,VIAS PUBLICAS,NO REPORTADO,39,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,BOYACÁ,SOGAMOSO,Jueves,07:20:00 AM,LOS ALISOS,URBANA,CASAS DE HABITACION,CONTUNDENTES,65,FEMENINO,CASADO,PENSIONADO,TECNICO
,TOLIMA,IBAGUÉ (CT),Sábado,10:50:00 AM,URIBE URIBE,URBANA,VIAS PUBLICAS,CONTUNDENTES,27,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
09/04/2010 00:00:00,BOYACÁ,DUITAMA,Sábado,08:00:00 PM,BARRIO SAN JORGE,URBANA,CASAS DE HABITACION,CONTUNDENTES,25,FEMENINO,CASADO,EDUCADOR,SUPERIOR
06/10/2010 00:00:00,NORTE DE SANTANDER,CÚCUTA (CT),Jueves,06:15:00 PM,BARRIO TOLEDO PLATA,URBANA,VIAS PUBLICAS,CONTUNDENTES,15,FEMENINO,SOLTERO,ESTUDIANTE,SECUNDARIA
,ARAUCA,FORTUL,Sábado,09:15:00 PM,CENTRO,URBANA,CASAS DE HABITACION,CONTUNDENTES,17,FEMENINO,SOLTERO,ESTUDIANTE,SECUNDARIA
01/01/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,03:00:00 AM,CHAPINERO CENTRAL E-2,URBANA,VIAS PUBLICAS,CONTUNDENTES,40,MASCULINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,12:00:00 PM,GARCES NAVAS E-10,URBANA,CASAS DE HABITACION,CONTUNDENTES,45,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,PRIMARIA
01/02/2010 00:00:00,PUTUMAYO,SIBUNDOY,Sábado,09:00:00 AM,CENTRAL,URBANA,VIAS PUBLICAS,CONTUNDENTES,14,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADO
,SANTANDER,PIEDECUESTA,Miércoles,09:00:00 AM,SAN CRISTOBAL P/TA,URBANA,VIAS PUBLICAS,CONTUNDENTES,59,FEMENINO,SEPARADO,AMA DE CASA,PRIMARIA
,CAQUETÁ,CURILLO,Domingo,10:30:00 PM,BARRIO EL CENTRO,URBANA,CASAS DE HABITACION,CONTUNDENTES,32,FEMENINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,03:00:00 PM,TRES ESQUINAS E-19,URBANA,CASAS DE HABITACION,CONTUNDENTES,25,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,CAQUETÁ,FLORENCIA (CT),Domingo,02:00:00 PM,EL CENTRO,URBANA,CASAS DE HABITACION,CONTUNDENTES,41,FEMENINO,UNION LIBRE,INDEPENDIENTE,PRIMARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,04:00:00 AM,SAN PABLO II E-7,URBANA,SOBRE ANDEN - VIA PUBLICA,CONTUNDENTES,24,FEMENINO,UNION LIBRE,ESTUDIANTE,SECUNDARIA
05/12/2010 00:00:00,VALLE,ROLDANILLO,Miércoles,10:20:00 AM,IPIRA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,CONTUNDENTES,54,MASCULINO,SEPARADO,INDEPENDIENTE,SECUNDARIA
,HUILA,NEIVA (CT),Sábado,12:00:00 AM,LA VORAGINE,URBANA,CASAS DE HABITACION,CONTUNDENTES,27,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,TECNICO
,SUCRE,COROZAL,Sábado,08:00:00 AM,NELSON MARTELO,URBANA,CASAS DE HABITACION,CONTUNDENTES,20,FEMENINO,SOLTERO,INDEPENDIENTE,SECUNDARIA
,VALLE,CALI (CT),Miércoles,06:00:00 PM,LAS PALMAS E18,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,20,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,BOYACÁ,SOGAMOSO,Lunes,06:00:00 PM,MAGDALENA,URBANA,CASAS DE HABITACION,CONTUNDENTES,25,FEMENINO,UNION LIBRE,INDEPENDIENTE,SECUNDARIA
,CESAR,VALLEDUPAR (CT),Miércoles,07:00:00 PM,LA VICTORIA,URBANA,NO DEFINIDO,CONTUNDENTES,16,FEMENINO,SOLTERO,ESTUDIANTE,SECUNDARIA
,SANTANDER,PIEDECUESTA,Miércoles,06:40:00 PM,PASEO DEL PUENTE,URBANA,CASAS DE HABITACION,CONTUNDENTES,37,FEMENINO,CASADO,AMA DE CASA,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,12:00:00 PM,BILBAO E-11,URBANA,CASAS DE HABITACION,CONTUNDENTES,16,MASCULINO,SOLTERO,ESTUDIANTE,SECUNDARIA
,RISARALDA,PEREIRA (CT),Miércoles,12:00:00 PM,POPULAR MODELO,URBANA,CASAS DE HABITACION,CONTUNDENTES,19,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,07:15:00 AM,EL AMPARO E-8,URBANA,CASAS DE HABITACION,CONTUNDENTES,31,FEMENINO,UNION LIBRE,NO REPORTA,SECUNDARIA
,RISARALDA,PEREIRA (CT),Sábado,12:00:00 AM,VDA. ALTAGRACIA,URBANA,VIAS PUBLICAS,CONTUNDENTES,25,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
05/05/2010 00:00:00,RISARALDA,PEREIRA (CT),Miércoles,12:00:00 PM,COROCITO,URBANA,VIAS PUBLICAS,CONTUNDENTES,25,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,SECUNDARIA
,VALLE,PALMIRA,Miércoles,12:10:00 AM,VILLA DIANA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,18,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,VALLE,CALI (CT),Sábado,12:00:00 AM,OBRERO E9,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA,31,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
,SANTANDER,BUCARAMANGA (CT),Sábado,11:00:00 PM,LIMONCITO,URBANA,CASAS DE HABITACION,CONTUNDENTES,23,FEMENINO,UNION LIBRE,AMA DE CASA,PRIMARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,04:00:00 PM,EL PARAÍSO E-19,URBANA,CASAS DE HABITACION,CONTUNDENTES,20,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,SECUNDARIA
,ATLÁNTICO,SOLEDAD,Miércoles,08:00:00 AM,VILLA KATANGA,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,16,FEMENINO,UNION LIBRE,NO REPORTA,SECUNDARIA
,HUILA,SAN AGUSTÍN,Viernes,10:00:00 AM,SAN MARTIN,URBANA,CASAS DE HABITACION,CONTUNDENTES,11,MASCULINO,SOLTERO,ESTUDIANTE,PRIMARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,05:30:00 PM,RECODO DEL RESTREPO DESARROLLO E-15,URBANA,VIAS PUBLICAS,CONTUNDENTES,22,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,TECNICO
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,12:30:00 PM,FRANCISCO JOSE DE CALDASS   E-8,URBANA,VIAS PUBLICAS,CONTUNDENTES,24,FEMENINO,SEPARADO,DESEMPLEADO,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,09:30:00 AM,SANTA CATALINA E-8,URBANA,CASAS DE HABITACION,CONTUNDENTES,34,FEMENINO,UNION LIBRE,NO REPORTA,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,05:00:00 PM,EL PARAÍSO E-19,URBANA,CASAS DE HABITACION,CONTUNDENTES,37,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
,META,PUERTO LÓPEZ,Martes,03:30:00 PM,9 DE ABRIL,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,20,FEMENINO,SOLTERO,INDEPENDIENTE,SECUNDARIA
11/12/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,08:00:00 PM,JUAN JOSÉ RONDON E-19,URBANA,CASAS DE HABITACION,CONTUNDENTES,32,MASCULINO,SEPARADO,EMPLEADO PARTICULAR,SECUNDARIA
,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,06:25:00 PM,VILLA ANDREA E-8,URBANA,CASAS DE HABITACION,CONTUNDENTES,47,MASCULINO,CASADO,INDEPENDIENTE,TECNICO
02/03/2010 00:00:00,CESAR,VALLEDUPAR (CT),Miércoles,09:00:00 AM,CANDELARIA NORTE,URBANA,CASAS DE HABITACION,CONTUNDENTES,20,FEMENINO,SOLTERO,ESTUDIANTE,PRIMARIA
,PUTUMAYO,MOCOA (CT),Sábado,05:00:00 PM,LA FLORESTA,URBANA,VIAS PUBLICAS,CONTUNDENTES,23,FEMENINO,UNION LIBRE,AMA DE CASA,NO REPORTADO
02/03/2010 00:00:00,SANTANDER,BUCARAMANGA (CT),Miércoles,07:00:00 PM,ALARCON,URBANA,VIAS PUBLICAS,CONTUNDENTES,46,FEMENINO,UNION LIBRE,AMA DE CASA,SECUNDARIA
01/04/2010 00:00:00,BOYACÁ,CHIQUINQUIRÁ,Lunes,09:10:00 PM,BARRIO LA POLA,URBANA,VIAS PUBLICAS,CONTUNDENTES,51,MASCULINO,CASADO,COMERCIANTE,PRIMARIA
06/01/2010 00:00:00,NARIÑO,SAN ANDRES DE TUMACO,Martes,02:30:00 PM,CALLE MOSQUERA,URBANA,VIAS PUBLICAS,ARMA BLANCA,27,FEMENINO,UNION LIBRE,AMA DE CASA,NO REPORTADO
12/12/2010 00:00:00,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,09:00:00 AM,CIUDAD KENNEDY CENTRAL E-8,URBANA,CASAS DE HABITACION,CONTUNDENTES,19,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,SECUNDARIA
